Amazon,27.6%
Cloudflare,15.7%
Akamai,10.8%
NS1,7.5%
Google,6.9%
Neustar UltraDNS,5.5%
Tencent,3.8%
Alibaba Group,3.7%
Oracle Dyn,3.7%
DNS Made Easy,1.3%
RBC Group,1.1%
Microsoft,0.9%
ClouDNS,0.8%
Verizon Group,0.8%
GoDaddy Group,0.5%
Automattic,0.5%
CSC,0.5%
IBM,0.4%
Internet Initiative Japan,0.4%
United Internet,0.3%
ArvanCloud,0.3%
Chunghwa Telecom,0.3%
AT&T,0.3%
DNSimple,0.2%
Cisco,0.2%
Newfold Digital,0.1%
Namecheap,0.1%
Hostinger,0.1%
Hetzner,0.1%
PA Vietnam,0.1%
Tucows Group,0.1%
Squarespace,0.1%
Yandex,0.1%
Gandi,0.1%
Aruba Group,0.1%
Choopa,0.1%
Masterhost,0.1%
VNPT,0.1%
Gabia,0.1%
Asiatech,0.1%
Mail.Ru,0.1%
Total Uptime,0.1%
NetEase,0.1%
