United States and territories,51.7%
Germany,29.4%
France and territories,14.5%
China and territories,14.1%
Netherlands and territories,6.3%
Russian Federation,6.1%
United Kingdom and territories,5.7%
Japan,5.0%
Switzerland,5.0%
Singapore,4.5%
Ireland,3.2%
Iran,2.6%
India,2.1%
Italy,1.9%
Taiwan,1.8%
Finland and territories,1.7%
Turkey,1.1%
Canada,1.1%
Spain,1.1%
South Korea,1.0%
Indonesia,0.8%
Czech Republic,0.8%
Sweden,0.8%
Belgium,0.8%
Viet Nam,0.7%
Poland,0.7%
Austria,0.4%
United Arab Emirates,0.4%
Venezuela,0.4%
Brazil,0.3%
Luxembourg,0.3%
Australia,0.1%
Thailand,0.1%
Denmark and territories,0.1%
Malaysia,0.1%
Greece,0.1%
Kazakhstan,0.1%
Argentina,0.1%
Hungary,0.1%
Chile,0.1%
Latvia,0.1%
Iceland,0.1%
Bosnia and Herzegovina,0.1%
Seychelles,0.1%
Turkmenistan,0.1%
Angola,0.1%
