1.,Amazon,25.5%
2.,Google,9.2%
3.,Zendesk,5.8%
4.,Alibaba,5.0%
5.,China Telecom,3.6%
6.,WP Engine Group,2.3%
6.1.,    WP Engine,2.2%
6.2.,    Flywheel,0.1%
7.,Salesforce,2.3%
8.,Tencent,2.2%
9.,China Unicom,2.2%
10.,Microsoft,1.8%
11.,Verizon Group,1.8%
11.1.,    Verizon,1.4%
11.2.,    Yahoo,0.4%
11.3.,    Verizon Media,0.3%
12.,Shopify,1.6%
13.,OVH,1.6%
14.,Automattic Group,1.3%
14.1.,    Automattic,1.1%
14.2.,    Tumblr,0.3%
15.,Hetzner,1.1%
16.,Acquia,1.0%
17.,China Mobile,1.0%
18.,Asiatech,0.9%
19.,CenturyLink,0.9%
20.,Pantheon,0.6%
21.,Medium,0.5%
22.,Squarespace,0.4%
23.,LeaseWeb Group,0.4%
23.1.,    LeaseWeb,0.4%
24.,NTT Group,0.4%
24.1.,    NTT Communications,0.3%
24.2.,    Netmagic,0.1%
25.,IBM,0.4%
26.,GitHub,0.4%
27.,HubSpot,0.4%
28.,Chunghwa Telecom,0.4%
29.,Oracle,0.4%
30.,Newfold Digital,0.3%
30.1.,    HostGator,0.1%
30.2.,    Endurance,0.1%
30.3.,    TypePad,0.1%
31.,GoDaddy Group,0.3%
31.1.,    GoDaddy,0.2%
31.2.,    PlusServer,0.1%
32.,Netlify,0.3%
33.,KT Group,0.3%
33.1.,    KT Corporation,0.3%
34.,Pars Online,0.3%
35.,SK Group,0.3%
35.1.,    SK Broadband,0.2%
35.2.,    SK Telecom,0.1%
36.,IDC Frontier,0.3%
37.,Hurricane Electric,0.3%
38.,Baidu,0.3%
39.,Neustar,0.3%
40.,Wikimedia,0.3%
41.,United Internet,0.2%
41.1.,    1&1 IONOS,0.2%
42.,Rackspace,0.2%
43.,Webflow,0.2%
44.,Kinsta,0.2%
45.,XBT Holding,0.2%
45.1.,    Servers.com,0.2%
46.,AT&T,0.2%
47.,Comcast,0.2%
48.,Afranet,0.2%
49.,Yandex,0.2%
50.,Mail.Ru,0.2%
51.,ServerStack,0.2%
52.,Cisco,0.2%
53.,Wix,0.1%
54.,Liquid Web,0.1%
55.,REG.RU,0.1%
56.,RBC Group,0.1%
56.1.,    RosBusinessConsulting,0.1%
57.,Internap Group,0.1%
57.1.,    Internap,0.1%
58.,Weebly,0.1%
59.,Selectel,0.1%
60.,Sakura,0.1%
61.,VNPT,0.1%
62.,Hivelocity,0.1%
63.,Scaleway,0.1%
64.,Tilda,0.1%
65.,Aruba Group,0.1%
65.1.,    Aruba,0.1%
66.,Radore,0.1%
67.,Viettel,0.1%
68.,FPT,0.1%
69.,Vercel,0.1%
70.,Masterhost,0.1%
71.,Rostelecom Group,0.1%
71.1.,    RTComm.RU,0.1%
72.,Heroku,0.1%
73.,Exabytes Group,0.1%
73.1.,    Exabytes,0.1%
74.,TierPoint,0.1%
75.,LG Group,0.1%
75.1.,    LG U+,0.1%
76.,QuadraNet,0.1%
77.,Pair Networks,0.1%
78.,PS Internet Company,0.1%
79.,KDDI Group,0.1%
79.1.,    KDDI Corporation,0.1%
80.,Hostiran,0.1%
81.,Advanced Hosting,0.1%
82.,M247,0.1%
83.,Performive,0.1%
84.,Psychz,0.1%
85.,UCloud,0.1%
86.,Platform.sh,0.1%
87.,HKBN,0.1%
88.,Zoho,0.1%
89.,NFOrce Entertainment,0.1%
90.,Grupo GTD,0.1%
90.1.,    Gtd Teleductos,0.1%
91.,NetSuite,0.1%
92.,HopOne,0.1%
93.,Universo Online,0.1%
94.,Advania,0.1%
95.,NetEase,0.1%
96.,Turkmentelecom,0.1%
97.,Hewlett-Packard,0.1%
98.,Apple,0.1%
