Amazon,25.58%
Google,5.49%
Alibaba,3.21%
China Telecom,2.18%
Microsoft,2.11%
OVH,1.89%
Hetzner,1.77%
China Unicom,1.47%
Automattic,1.29%
Tencent,1.12%
DigitalOcean,1.07%
Salesforce,0.97%
Verizon Group,0.81%
LeaseWeb Group,0.60%
Asiatech,0.51%
XBT Holding,0.50%
GoDaddy Group,0.46%
Rackspace,0.46%
Linode,0.42%
Hurricane Electric,0.42%
Yandex,0.40%
Selectel,0.39%
NTT Group,0.36%
Newfold Digital,0.34%
Advanced Hosting,0.31%
United Internet,0.30%
KT Group,0.28%
China Mobile,0.28%
IBM,0.27%
Neustar,0.26%
Internet Initiative Japan,0.26%
Chunghwa Telecom,0.24%
IDC Frontier,0.24%
Liquid Web,0.23%
Internap Group,0.23%
CenturyLink,0.23%
Oracle,0.23%
GitHub,0.22%
Squarespace,0.21%
LG Group,0.21%
Delta Telecom,0.21%
Sakura,0.19%
VNPT,0.19%
CSC,0.18%
Scaleway,0.17%
Hivelocity,0.16%
Deutsche Telekom Group,0.15%
Vodafone,0.15%
Zoho,0.15%
Contabo,0.14%
Choopa,0.14%
SK Group,0.14%
Afranet,0.14%
XServer,0.13%
Serverel,0.13%
Zenlayer,0.13%
Pars Online,0.11%
Cogent,0.11%
Namecheap,0.10%
GMO Internet Group,0.10%
Aruba Group,0.10%
First Colo,0.10%
Equinix,0.10%
Hostinger,0.09%
REG.RU,0.09%
InMotion,0.09%
HKBN,0.09%
team.blue,0.08%
DreamHost,0.08%
Pars Parva System,0.08%
Pair Networks,0.08%
AT&T,0.08%
Codero,0.08%
NetEase,0.08%
A2 Hosting,0.07%
Rostelecom Group,0.07%
FPT,0.07%
QuadraNet,0.07%
PhoenixNAP,0.07%
Telia Company Group,0.07%
Cnservers,0.07%
Baidu,0.07%
Turkmentelecom,0.07%
RBC Group,0.06%
CtrlS,0.06%
Radore,0.05%
Viettel,0.05%
InterServer,0.05%
TierPoint,0.05%
MiroHost,0.05%
Premier DC,0.05%
Hostiran,0.05%
Voxility,0.05%
MojoHost,0.05%
UCloud,0.05%
Gruppo TIM,0.05%
Mihan,0.03%
Cogeco Group,0.03%
Steadfast,0.03%
Ntirety,0.03%
Faraso Samaneh Pasargad,0.03%
Gandi,0.03%
UpCloud,0.03%
Flexential,0.03%
Hostwinds,0.03%
Internet Thailand,0.03%
Telecom Egypt,0.03%
Maxihost,0.03%
Cisco,0.03%
АО IoT,0.02%
Beltelecom,0.02%
PrivateSystems,0.02%
Xneelo,0.02%
iomart Group,0.02%
Tebyan,0.02%
One.com,0.02%
20i,0.02%
Masterhost,0.02%
WPX Hosting,0.02%
DGN Teknoloji,0.02%
Exabytes Group,0.02%
DHH,0.02%
Hostiserver,0.02%
Netdirekt,0.02%
Dinahosting,0.02%
M247,0.02%
VSHosting,0.02%
Confluence-Networks,0.02%
Bezeq Group,0.02%
Psychz,0.02%
Master Internet,0.02%
Sharktech,0.02%
Romarg,0.02%
Casablanca,0.02%
Expedient,0.02%
PTisp,0.02%
GleSYS,0.02%
SH.cz,0.02%
Kamatera,0.02%
DEAC,0.02%
Fly,0.02%
Telecom Algeria,0.02%
Weebly,0.01%
Aerotek,0.01%
EuroByte,0.01%
ServerCentral,0.01%
CS LoxInfo,0.01%
Serverpars,0.01%
Güzel Hosting,0.01%
Infomaniak,0.01%
Isimtescil,0.01%
CAT Telecom,0.01%
DonWeb,0.01%
ColoCrossing,0.01%
PS Internet Company,0.01%
GloboTech,0.01%
Tucows Group,0.01%
Comcast,0.01%
Cellcom,0.01%
Performive,0.01%
Compubyte,0.01%
Kagoya,0.01%
Tiggee,0.01%
WebSupport,0.01%
Enartia Group,0.01%
EGIHosting,0.01%
GlobalConnect,0.01%
Serverius,0.01%
CEC,0.01%
Alwaysdata,0.01%
National DC Mongolia,0.01%
