Amazon,22.92%
Zendesk,4.50%
Google,4.21%
Alibaba,3.49%
China Telecom,2.51%
WP Engine Group,2.14%
OVH,1.98%
Microsoft,1.85%
Hetzner,1.68%
Salesforce,1.40%
Shopify,1.37%
China Unicom,1.25%
Automattic Group,1.20%
Tencent,1.06%
DigitalOcean,0.95%
Verizon Group,0.81%
Netlify,0.69%
Acquia,0.59%
Pantheon,0.54%
LeaseWeb Group,0.52%
Asiatech,0.52%
Webflow,0.49%
China Mobile,0.49%
HubSpot,0.47%
Hurricane Electric,0.45%
GoDaddy Group,0.44%
Rackspace,0.44%
CenturyLink,0.44%
Linode,0.43%
KT Group,0.41%
XBT Holding,0.38%
NTT Group,0.37%
Selectel,0.35%
Medium,0.34%
Vercel,0.33%
Advanced Hosting,0.32%
Newfold Digital,0.31%
United Internet,0.31%
IBM,0.29%
Kinsta,0.29%
GitHub,0.28%
LG Group,0.26%
Squarespace,0.25%
Internap Group,0.25%
Sakura,0.25%
Internet Initiative Japan,0.25%
Chunghwa Telecom,0.24%
IDC Frontier,0.24%
Neustar,0.24%
UCloud,0.21%
Oracle,0.21%
Telefónica Group,0.20%
Yandex,0.20%
Pagely,0.20%
Liquid Web,0.18%
VNPT,0.18%
Scaleway,0.18%
CSC,0.18%
SK Group,0.17%
Vodafone,0.16%
Contabo,0.15%
Deutsche Telekom Group,0.15%
Delta Telecom,0.15%
SiteGround,0.14%
REG.RU,0.14%
Choopa,0.14%
Hivelocity,0.14%
Afranet,0.14%
InMotion,0.12%
XServer,0.12%
Aruba Group,0.12%
Serverel,0.12%
AT&T,0.12%
Zoho,0.12%
team.blue,0.11%
DreamHost,0.11%
GMO Internet Group,0.11%
Pars Online,0.11%
Heroku,0.11%
Namecheap,0.10%
Rostelecom Group,0.10%
Equinix,0.10%
NFOrce Entertainment,0.10%
Pair Networks,0.09%
KDDI Group,0.09%
Cnservers,0.09%
Turkmentelecom,0.09%
Wix,0.08%
FPT,0.08%
First Colo,0.08%
HKBN,0.08%
Presslabs,0.08%
Hostinger,0.07%
A2 Hosting,0.07%
Radore,0.07%
THG Hosting,0.07%
Cogent,0.07%
Gainet,0.07%
Claranet,0.07%
Baidu,0.07%
NetEase,0.07%
Wikimedia,0.07%
Bigcommerce,0.06%
Tilda,0.06%
Viettel,0.06%
Pars Parva System,0.06%
PhoenixNAP,0.06%
QuadraNet,0.06%
CtrlS,0.06%
Performive,0.06%
Codero,0.06%
Platform.sh,0.06%
Limestone Networks,0.06%
Gruppo TIM,0.06%
Teléfonos de México,0.06%
ServerStack,0.06%
InterServer,0.05%
Ntirety,0.05%
MiroHost,0.05%
Cogeco Group,0.05%
Telia Company Group,0.05%
Swisscom Group,0.05%
Colt,0.05%
Voxility,0.05%
RBC Group,0.03%
Cloudways,0.03%
Mihan,0.03%
PrivateSystems,0.03%
TierPoint,0.03%
Premier DC,0.03%
UpCloud,0.03%
uKit Group,0.03%
Zomro,0.03%
Hostiran,0.03%
Flexential,0.03%
MojoHost,0.03%
Tucows Group,0.03%
KPN Group,0.03%
Kazakhtelecom Group,0.03%
Grupo GTD,0.03%
Telekomunikasi Indonesia,0.03%
WebNX,0.03%
Noris network,0.03%
Virtual Systems,0.03%
Mail.Ru,0.03%
DEAC,0.03%
Forthnet,0.03%
Telecom Egypt,0.03%
Atos Group,0.03%
RebelMouse,0.03%
Cisco,0.03%
Apple,0.03%
Weebly,0.02%
Xneelo,0.02%
Duda,0.02%
Hoster.by,0.02%
Tebyan,0.02%
Enartia Group,0.02%
iomart Group,0.02%
Nexcess,0.02%
WPX Hosting,0.02%
Masterhost,0.02%
BanaHosting,0.02%
Exabytes Group,0.02%
Steadfast,0.02%
Gandi,0.02%
FastVPS,0.02%
DGN Teknoloji,0.02%
PS Internet Company,0.02%
Hostiserver,0.02%
Cafe24,0.02%
VSHosting,0.02%
Dinahosting,0.02%
ServerCentral,0.02%
M247,0.02%
Comcast,0.02%
Master Internet,0.02%
Psychz,0.02%
Romarg,0.02%
