1.,Amazon,24.90%
2.,Google,5.44%
3.,Alibaba,3.15%
4.,China Telecom,2.17%
5.,Microsoft,1.98%
6.,OVH,1.92%
7.,Hetzner,1.81%
8.,China Unicom,1.37%
9.,Automattic,1.31%
10.,Tencent,1.15%
11.,DigitalOcean,1.01%
12.,Salesforce,0.95%
13.,Verizon Group,0.79%
13.1.,    Verizon,0.72%
13.2.,    Yahoo,0.08%
13.3.,    Verizon Media,0.07%
14.,LeaseWeb Group,0.63%
14.1.,    LeaseWeb,0.63%
15.,Asiatech,0.47%
16.,Rackspace,0.46%
17.,GoDaddy Group,0.44%
17.1.,    GoDaddy,0.21%
17.2.,    Host Europe,0.11%
17.3.,    PlusServer,0.09%
17.4.,    Media Temple,0.02%
18.,Linode,0.44%
19.,XBT Holding,0.42%
19.1.,    Servers.com,0.22%
19.2.,    Webzilla,0.18%
19.3.,    Exepto,0.02%
20.,Hurricane Electric,0.42%
21.,NTT Group,0.40%
21.1.,    NTT Communications,0.18%
21.2.,    Netmagic,0.15%
21.3.,    NTT PC Communications,0.07%
21.4.,    NTT SmartConnect,0.01%
22.,Yandex,0.39%
23.,Selectel,0.36%
24.,Newfold Digital,0.31%
24.1.,    Endurance,0.22%
24.2.,    PublicDomainRegistry,0.05%
24.3.,    Network Solutions,0.05%
25.,Advanced Hosting,0.31%
26.,IBM,0.30%
27.,KT Group,0.30%
27.1.,    KT Corporation,0.30%
28.,China Mobile,0.30%
29.,United Internet,0.25%
29.1.,    1&1 IONOS,0.22%
29.2.,    Strato,0.02%
29.3.,    InterNetX,0.01%
30.,Oracle,0.25%
31.,Chunghwa Telecom,0.24%
32.,IDC Frontier,0.24%
33.,Internet Initiative Japan,0.24%
34.,Internap Group,0.23%
34.1.,    Internap,0.19%
34.2.,    iWeb,0.03%
35.,Neustar,0.23%
36.,VNPT,0.22%
37.,GitHub,0.22%
38.,Sakura,0.21%
39.,Squarespace,0.19%
40.,CenturyLink,0.19%
41.,LG Group,0.19%
41.1.,    LG U+,0.19%
42.,CSC,0.19%
43.,Liquid Web,0.18%
44.,Delta Telecom,0.18%
45.,Contabo,0.16%
46.,Hivelocity,0.16%
47.,Scaleway,0.16%
48.,Choopa,0.14%
49.,Deutsche Telekom Group,0.14%
49.1.,    T-Systems,0.05%
49.2.,    Magyar Telekom,0.03%
49.3.,    Slovak Telecom,0.03%
49.4.,    Deutsche Telekom,0.01%
49.5.,    T-Mobile,0.01%
50.,SK Group,0.14%
50.1.,    SK Broadband,0.11%
50.2.,    SK Telecom,0.01%
50.3.,    SK Holdings C&C,0.01%
51.,Vodafone,0.14%
52.,Afranet,0.14%
53.,Zoho,0.14%
54.,XServer,0.13%
55.,team.blue,0.11%
55.1.,    Natro,0.06%
55.2.,    TransIP,0.03%
55.3.,    Simply Transit,0.01%
55.4.,    Signet,0.01%
56.,InMotion,0.11%
57.,Aruba Group,0.11%
57.1.,    Aruba,0.11%
58.,Pars Online,0.11%
59.,Serverel,0.11%
60.,First Colo,0.10%
61.,Equinix,0.10%
62.,Zenlayer,0.10%
63.,Namecheap,0.09%
64.,DreamHost,0.09%
65.,GMO Internet Group,0.09%
65.1.,    GMO Internet,0.08%
65.2.,    GMO GlobalSign,0.01%
66.,Pars Parva System,0.09%
67.,NetEase,0.09%
68.,REG.RU,0.08%
69.,FPT,0.08%
70.,Pair Networks,0.08%
71.,AT&T,0.08%
72.,HKBN,0.08%
73.,Codero,0.08%
74.,Hostinger,0.07%
75.,A2 Hosting,0.07%
76.,Rostelecom Group,0.07%
76.1.,    Rostelecom,0.06%
76.2.,    RTComm.RU,0.01%
77.,Cogent,0.07%
78.,Telia Company Group,0.07%
78.1.,    Telia Company,0.03%
78.2.,    Telia Latvija,0.02%
78.3.,    Telia Lietuva,0.01%
79.,Cnservers,0.07%
80.,Baidu,0.07%
81.,Turkmentelecom,0.07%
82.,Radore,0.06%
83.,Cogeco Group,0.06%
83.1.,    Aptum,0.06%
84.,Steadfast,0.06%
85.,PhoenixNAP,0.06%
86.,RBC Group,0.05%
86.1.,    RU-Center,0.02%
86.2.,    RosBusinessConsulting,0.02%
87.,InterServer,0.05%
88.,QuadraNet,0.05%
89.,TierPoint,0.05%
90.,MiroHost,0.05%
91.,Premier DC,0.05%
92.,UpCloud,0.05%
93.,Voxility,0.05%
94.,CtrlS,0.05%
95.,MojoHost,0.05%
96.,UCloud,0.05%
97.,Viettel,0.03%
98.,Ntirety,0.03%
99.,Gandi,0.03%
100.,Hostiran,0.03%
101.,Confluence-Networks,0.03%
102.,Flexential,0.03%
103.,Psychz,0.03%
104.,Hostwinds,0.03%
105.,Sharktech,0.03%
106.,Internet Thailand,0.03%
