Rank,Web Hosting Providers,Percentage Top 10,000 Sites
1,Amazon,22.91%
2,Zendesk,4.36%
3,Google,4.19%
4,Alibaba,3.55%
5,China Telecom,2.40%
6,WP Engine Group,2.17%
6.1,    WP Engine,2.04%
6.2,    Flywheel,0.12%
7,OVH,1.90%
8,Microsoft,1.90%
9,Hetzner,1.68%
10,Salesforce,1.41%
11,Shopify,1.39%
12,China Unicom,1.25%
13,Automattic Group,1.18%
13.1,    Automattic,1.11%
13.2,    Tumblr,0.08%
14,Tencent,1.08%
15,DigitalOcean,0.94%
16,Verizon Group,0.83%
16.1,    Verizon,0.78%
16.2,    Yahoo,0.09%
16.3,    Verizon Media,0.08%
17,Netlify,0.62%
18,Acquia,0.61%
19,LeaseWeb Group,0.53%
19.1,    LeaseWeb,0.53%
20,Pantheon,0.53%
21,Asiatech,0.51%
22,HubSpot,0.49%
23,Webflow,0.47%
24,Rackspace,0.45%
25,Hurricane Electric,0.45%
26,Linode,0.44%
27,China Mobile,0.44%
28,GoDaddy Group,0.43%
28.1,    GoDaddy,0.20%
28.2,    PlusServer,0.09%
28.3,    Host Europe,0.08%
28.4,    Media Temple,0.03%
28.5,    Domainfactory,0.01%
28.6,    velia.net,0.01%
29,NTT Group,0.41%
29.1,    Netmagic,0.18%
29.2,    NTT Communications,0.16%
29.3,    NTT PC Communications,0.06%
29.4,    NTT SmartConnect,0.01%
29.5,    NTT Docomo,0.01%
30,CenturyLink,0.41%
31,KT Group,0.40%
31.1,    KT Corporation,0.39%
31.2,    East Telecom,0.01%
32,XBT Holding,0.39%
32.1,    Servers.com,0.17%
32.2,    Webzilla,0.16%
32.3,    Exepto,0.03%
32.4,    Fozzy,0.01%
32.5,    Root.lu,0.01%
33,Selectel,0.36%
34,Kinsta,0.34%
35,Medium,0.34%
36,Advanced Hosting,0.33%
37,United Internet,0.31%
37.1,    1&1 IONOS,0.22%
37.2,    Strato,0.07%
37.3,    Arsys,0.01%
37.4,    Fasthosts,0.01%
37.5,    InterNetX,0.01%
38,Sakura,0.30%
39,IBM,0.30%
40,GitHub,0.30%
41,Newfold Digital,0.28%
41.1,    Bluehost,0.07%
41.2,    Endurance,0.06%
41.3,    PublicDomainRegistry,0.06%
41.4,    HostGator,0.03%
41.5,    Network Solutions,0.03%
41.6,    TypePad,0.02%
41.7,    PowWeb,0.01%
42,Internap Group,0.28%
42.1,    Internap,0.25%
42.2,    iWeb,0.05%
43,Vercel,0.28%
44,Squarespace,0.26%
45,LG Group,0.26%
45.1,    LG U+,0.26%
46,Internet Initiative Japan,0.26%
47,Neustar,0.24%
48,Scaleway,0.23%
49,IDC Frontier,0.23%
50,Oracle,0.23%
51,Chunghwa Telecom,0.22%
52,Liquid Web,0.20%
53,Telefónica Group,0.20%
53.1,    Telefónica de España,0.09%
53.2,    acens,0.03%
53.3,    Telefónica de Argentina,0.03%
53.4,    Telefónica Brazil,0.02%
53.5,    Telefónica Chile,0.01%
53.6,    Telefonica USA,0.01%
54,UCloud,0.20%
