1.,Amazon,27.6%
2.,Cloudflare,15.7%
3.,Akamai,10.8%
4.,NS1,7.5%
5.,Google,6.9%
6.,Neustar UltraDNS,5.5%
7.,Tencent,3.8%
8.,Alibaba Group,3.7%
8.1.,    Alibaba,2.5%
8.2.,    HiChina,1.2%
9.,Oracle Dyn,3.7%
10.,DNS Made Easy,1.3%
11.,RBC Group,1.1%
11.1.,    RU-Center,1.0%
11.2.,    RosBusinessConsulting,0.1%
12.,Microsoft,0.9%
13.,ClouDNS,0.8%
14.,Verizon Group,0.8%
14.1.,    Verizon,0.5%
14.2.,    Yahoo,0.2%
15.,GoDaddy Group,0.5%
15.1.,    GoDaddy,0.5%
16.,Automattic,0.5%
17.,CSC,0.5%
18.,IBM,0.4%
19.,Internet Initiative Japan,0.4%
20.,United Internet,0.3%
20.1.,    1&1 IONOS,0.2%
20.2.,    home.pl,0.1%
21.,ArvanCloud,0.3%
22.,Chunghwa Telecom,0.3%
23.,AT&T,0.3%
24.,DNSimple,0.2%
25.,Cisco,0.2%
26.,Newfold Digital,0.1%
26.1.,    ResellerClub,0.1%
27.,Namecheap,0.1%
28.,Hostinger,0.1%
29.,Hetzner,0.1%
30.,PA Vietnam,0.1%
31.,Tucows Group,0.1%
31.1.,    eNom,0.1%
32.,Squarespace,0.1%
33.,Yandex,0.1%
34.,Gandi,0.1%
35.,Aruba Group,0.1%
35.1.,    Aruba,0.1%
36.,Choopa,0.1%
37.,Masterhost,0.1%
38.,VNPT,0.1%
39.,Gabia,0.1%
40.,Asiatech,0.1%
41.,Mail.Ru,0.1%
42.,Total Uptime,0.1%
43.,NetEase,0.1%
