Reverse Proxy Providers,Percentage Top 1,000 Sites
Cloudflare,38.0%
Akamai,36.7%
Amazon CloudFront,24.6%
Fastly,14.3%
CDNetworks,2.3%
Quantil,2.3%
Imperva,1.3%
Qrator,0.6%
StackPath,0.4%
DDoS-Guard,0.2%
ArvanCloud,0.2%
Project Shield,0.2%
Limelight,0.2%
Link11,0.2%
