1.,DigiCert Group,47.85%
1.1.,    DigiCert,47.62%
1.2.,    Verisign,0.25%
2.,IdenTrust,23.09%
3.,GoDaddy Group,14.67%
3.1.,    Starfield,10.83%
3.2.,    GoDaddy,3.96%
4.,Sectigo,13.12%
5.,GlobalSign,9.21%
6.,Entrust,1.76%
7.,Certum,1.51%
8.,Secom Trust,0.95%
9.,Let’s Encrypt,0.40%
10.,WISeKey Group,0.30%
10.1.,    QuoVadis,0.30%
11.,TWCA,0.16%
12.,Actalis,0.12%
13.,Trustwave,0.12%
14.,Deutsche Telekom,0.11%
15.,SwissSign,0.08%
16.,Certigna,0.08%
17.,Chunghwa Telecom,0.06%
18.,D-Trust,0.04%
19.,AffirmTrust,0.04%
20.,E-Tugra,0.02%
21.,Hongkong Post,0.02%
22.,Logius,0.01%
23.,Buypass,0.01%
24.,SSL.com,0.01%
25.,Izenpe,0.01%
26.,Harica,0.01%
