SSL Certificate Authorities,Percentage Top 1,000 Sites
DigiCert Group,52.4%
IdenTrust,17.3%
GlobalSign,16.3%
GoDaddy Group,12.0%
Sectigo,11.4%
Entrust,2.5%
Certum,1.3%
Secom Trust,1.1%
Let’s Encrypt,0.4%
WISeKey Group,0.2%
Deutsche Telekom,0.2%
TWCA,0.2%
Actalis,0.1%
Trustwave,0.1%
