1.,Cloudflare,26.60%
2.,Amazon,24.47%
3.,Akamai,5.68%
4.,NS1,3.07%
5.,Google,2.89%
6.,Alibaba Group,2.57%
6.1.,    Alibaba,1.43%
6.2.,    HiChina,1.15%
7.,Tencent,2.41%
8.,Neustar UltraDNS,2.17%
9.,GoDaddy Group,1.66%
9.1.,    GoDaddy,1.57%
9.2.,    Host Europe,0.06%
9.3.,    Media Temple,0.02%
9.4.,    PlusServer,0.01%
10.,DNS Made Easy,1.40%
11.,Oracle Dyn,1.37%
12.,RBC Group,0.91%
12.1.,    RU-Center,0.86%
12.2.,    R01,0.02%
12.3.,    RosBusinessConsulting,0.02%
13.,Microsoft,0.74%
14.,CSC,0.64%
15.,ClouDNS,0.56%
16.,Namecheap,0.44%
17.,Automattic,0.41%
18.,ArvanCloud,0.41%
19.,United Internet,0.35%
19.1.,    1&1 IONOS,0.22%
19.2.,    InterNetX,0.06%
19.3.,    Strato,0.02%
19.4.,    World4You,0.02%
19.5.,    Fasthosts,0.01%
19.6.,    home.pl,0.01%
20.,Newfold Digital,0.31%
20.1.,    Network Solutions,0.09%
20.2.,    Register.com,0.06%
20.3.,    ResellerClub,0.05%
20.4.,    Bluehost,0.03%
20.5.,    HostGator,0.02%
20.6.,    BigRock,0.02%
20.7.,    PublicDomainRegistry,0.01%
20.8.,    Endurance,0.01%
20.9.,    Domain.com,0.01%
21.,OVH,0.30%
22.,Verizon Group,0.29%
22.1.,    Verizon,0.24%
22.2.,    Yahoo,0.05%
23.,DNSimple,0.29%
24.,Internet Initiative Japan,0.29%
25.,Hetzner,0.28%
26.,DigitalOcean,0.22%
27.,Gandi,0.22%
28.,IBM,0.22%
29.,Yandex,0.21%
30.,Rackspace,0.21%
31.,Asiatech,0.21%
32.,team.blue,0.19%
32.1.,    Register.it,0.12%
32.2.,    TransIP,0.02%
32.3.,    Natro,0.01%
32.4.,    Names.co.uk,0.01%
32.5.,    SuperHosting.BG,0.01%
32.6.,    Amen,0.01%
33.,GMO Internet Group,0.19%
33.1.,    Onamae,0.09%
33.2.,    GMO Internet,0.05%
33.3.,    GMO Pepabo,0.03%
33.4.,    Lolipop,0.01%
33.5.,    Color Me Shop,0.01%
34.,Linode,0.19%
35.,easyDNS Group,0.19%
35.1.,    easyDNS,0.14%
35.2.,    ZoneEdit,0.05%
36.,Chunghwa Telecom,0.19%
37.,Aruba Group,0.17%
37.1.,    Aruba,0.17%
38.,AT&T,0.16%
39.,XServer,0.14%
40.,Name.com,0.14%
41.,Ezoic,0.14%
42.,DNS.com,0.14%
43.,REG.RU,0.12%
44.,Tucows Group,0.12%
44.1.,    eNom,0.09%
44.2.,    Tucows,0.02%
45.,VNPT,0.12%
46.,XinNet,0.12%
47.,MarkMonitor,0.12%
48.,Sakura,0.09%
49.,Hostinger,0.08%
50.,Choopa,0.08%
51.,Selectel,0.08%
52.,InMotion,0.07%
53.,Internet.BS,0.07%
54.,Liquid Web,0.06%
55.,FastVPS,0.06%
56.,Scaleway,0.06%
57.,Hurricane Electric,0.06%
58.,Gabia,0.06%
59.,DDoS-Guard,0.06%
60.,NetEase,0.06%
61.,PA Vietnam,0.05%
62.,A2 Hosting,0.05%
63.,XBT Holding,0.05%
63.1.,    Webzilla,0.05%
64.,Sucuri,0.05%
65.,DreamHost,0.03%
66.,Mihan,0.03%
67.,MiroHost,0.03%
68.,One.com,0.03%
69.,Enartia Group,0.03%
69.1.,    Top.Host,0.02%
69.2.,    Papaki,0.01%
70.,Pair Networks,0.03%
71.,Hostiran,0.03%
72.,StackPath,0.03%
73.,Total Uptime,0.03%
74.,Cisco,0.03%
75.,Netafraz,0.02%
76.,SiteGround,0.02%
77.,Contabo,0.02%
78.,Prom.ua,0.02%
79.,Hoster.by,0.02%
80.,Cafe24,0.02%
81.,Visma Group,0.02%
81.1.,    Active 24,0.02%
82.,Infomaniak,0.02%
83.,WPX Hosting,0.02%
84.,Hivelocity,0.02%
85.,Hostwinds,0.02%
86.,Comodo,0.02%
87.,Internet Thailand,0.02%
88.,ironDNS,0.02%
89.,Wix,0.01%
90.,Squarespace,0.01%
91.,Hosting Ukraine,0.01%
92.,Güzel Hosting,0.01%
93.,Aerotek,0.01%
94.,NameSilo,0.01%
95.,Nhan Hoa,0.01%
96.,Masterhost,0.01%
97.,Internet Hosting Center,0.01%
98.,Webempresa,0.01%
99.,DonWeb,0.01%
100.,cdmon,0.01%
101.,Hostpoint,0.01%
102.,Registro.br,0.01%
103.,SiteSell,0.01%
104.,Zone Media,0.01%
105.,CSL,0.01%
106.,Mail.Ru,0.01%
107.,CtrlS,0.01%
108.,Liberty Global Group,0.01%
108.1.,    Virgin Media,0.01%
109.,VSHosting,0.01%
110.,1984 Hosting,0.01%
111.,Telecom Algeria,0.01%
112.,Deninet,0.01%
