1.,Amazon,24.9%
2.,Google,9.2%
3.,Zendesk,6.1%
4.,Alibaba,5.2%
5.,China Telecom,3.3%
6.,Tencent,2.7%
7.,WP Engine Group,2.5%
7.1.,    WP Engine,2.4%
7.2.,    Flywheel,0.1%
8.,Salesforce,2.5%
9.,China Unicom,2.2%
10.,Microsoft,2.0%
11.,Shopify,1.9%
12.,OVH,1.6%
13.,Automattic Group,1.6%
13.1.,    Automattic,1.4%
13.2.,    Tumblr,0.3%
14.,Verizon Group,1.6%
14.1.,    Verizon,1.2%
14.2.,    Yahoo,0.4%
14.3.,    Verizon Media,0.3%
15.,Hetzner,1.1%
16.,Acquia,0.9%
17.,China Mobile,0.8%
18.,Asiatech,0.7%
19.,HubSpot,0.7%
20.,Pantheon,0.7%
21.,NTT Group,0.5%
21.1.,    Netmagic,0.3%
21.2.,    NTT Communications,0.2%
22.,IBM,0.5%
23.,Rackspace,0.4%
24.,LeaseWeb Group,0.4%
24.1.,    LeaseWeb,0.4%
25.,GitHub,0.4%
26.,Chunghwa Telecom,0.4%
27.,CenturyLink,0.4%
28.,IDC Frontier,0.4%
29.,Oracle,0.4%
30.,Newfold Digital,0.3%
30.1.,    Endurance,0.2%
30.2.,    HostGator,0.1%
30.3.,    TypePad,0.1%
31.,Webflow,0.3%
32.,Kinsta,0.3%
33.,SK Group,0.3%
33.1.,    SK Broadband,0.2%
33.2.,    SK Telecom,0.1%
34.,Hurricane Electric,0.3%
35.,Afranet,0.3%
36.,Medium,0.3%
37.,Baidu,0.3%
38.,GoDaddy Group,0.2%
38.1.,    GoDaddy,0.1%
38.2.,    PlusServer,0.1%
39.,Squarespace,0.2%
40.,United Internet,0.2%
40.1.,    1&1 IONOS,0.2%
41.,Netlify,0.2%
42.,Internap Group,0.2%
42.1.,    Internap,0.2%
43.,KT Group,0.2%
43.1.,    KT Corporation,0.2%
44.,Pars Online,0.2%
45.,Heroku,0.2%
46.,Advanced Hosting,0.2%
47.,AT&T,0.2%
48.,Comcast,0.2%
49.,Yandex,0.2%
50.,Neustar,0.2%
51.,Zenlayer,0.2%
52.,Mail.Ru,0.2%
53.,ServerStack,0.2%
54.,Cisco,0.2%
55.,Wikimedia,0.2%
56.,Wix,0.1%
57.,Namecheap,0.1%
58.,REG.RU,0.1%
59.,DreamHost,0.1%
60.,Contabo,0.1%
61.,Choopa,0.1%
62.,RBC Group,0.1%
62.1.,    RosBusinessConsulting,0.1%
63.,Weebly,0.1%
64.,VNPT,0.1%
65.,Tilda,0.1%
66.,Hivelocity,0.1%
67.,Aruba Group,0.1%
67.1.,    Aruba,0.1%
68.,Radore,0.1%
69.,Viettel,0.1%
70.,Vercel,0.1%
71.,XBT Holding,0.1%
71.1.,    Webzilla,0.1%
72.,Masterhost,0.1%
73.,Rostelecom Group,0.1%
73.1.,    RTComm.RU,0.1%
74.,TierPoint,0.1%
75.,Exabytes Group,0.1%
75.1.,    Exabytes,0.1%
76.,QuadraNet,0.1%
77.,Pair Networks,0.1%
78.,LG Group,0.1%
78.1.,    LG U+,0.1%
79.,PS Internet Company,0.1%
80.,KDDI Group,0.1%
80.1.,    KDDI Corporation,0.1%
81.,Hostiran,0.1%
82.,Psychz,0.1%
83.,UCloud,0.1%
84.,CSC,0.1%
85.,HKBN,0.1%
86.,Platform.sh,0.1%
87.,Zoho,0.1%
88.,Grupo GTD,0.1%
88.1.,    Gtd Teleductos,0.1%
89.,NetSuite,0.1%
90.,HopOne,0.1%
91.,Webglobe-Yegon,0.1%
92.,Universo Online,0.1%
93.,Advania,0.1%
94.,NetEase,0.1%
95.,Turkmentelecom,0.1%
96.,RackSRV,0.1%
97.,Hewlett-Packard,0.1%
98.,Apple,0.1%
