Reverse Proxy Providers,Percentage Top 1,000 Sites
Cloudflare,38.5%
Akamai,36.7%
Amazon CloudFront,24.6%
Fastly,13.5%
CDNetworks,1.9%
Quantil,1.9%
Imperva,1.3%
Qrator,0.6%
StackPath,0.4%
DDoS-Guard,0.2%
ArvanCloud,0.2%
Project Shield,0.2%
Limelight,0.2%
Link11,0.2%
