Rank,Data Center Providers,Percentage Top 10,000 Sites
95.1,    RosBusinessConsulting,0.02%
95.2,    RU-Center,0.01%
96,Zomro,0.03%
97,Hostiran,0.03%
98,M247,0.03%
99,MojoHost,0.03%
100,DEAC,0.03%
101,Telecom Egypt,0.03%
102,Cisco,0.03%
103,Weebly,0.02%
104,Mihan,0.02%
105,EuroByte,0.02%
106,Beltelecom,0.02%
107,PrivateSystems,0.02%
108,iomart Group,0.02%
108.1,    iomart,0.02%
109,Tebyan,0.02%
110,Masterhost,0.02%
111,TierPoint,0.02%
112,Exabytes Group,0.02%
112.1,    Exabytes,0.02%
113,Faraso Samaneh Pasargad,0.02%
114,Confluence-Networks,0.02%
115,PS Internet Company,0.02%
116,Hostiserver,0.02%
117,VSHosting,0.02%
118,Dinahosting,0.02%
119,Flexential,0.02%
120,Tucows Group,0.02%
120.1,    Tucows,0.01%
120.2,    Ting,0.01%
121,Master Internet,0.02%
122,Cellcom,0.02%
123,Psychz,0.02%
124,Expedient,0.02%
125,Casablanca,0.02%
126,Internet Thailand,0.02%
127,Sharktech,0.02%
128,TimeWeb,0.01%
129,Aerotek,0.01%
130,PA Vietnam,0.01%
131,Xneelo,0.01%
132,ServerCentral,0.01%
133,CS LoxInfo,0.01%
134,InterServer,0.01%
135,One.com,0.01%
136,Serverpars,0.01%
137,Veridyen,0.01%
138,Infomaniak,0.01%
139,Güzel Hosting,0.01%
140,WPX Hosting,0.01%
141,Gandi,0.01%
142,GreenWeb,0.01%
143,CAT Telecom,0.01%
144,Enartia Group,0.01%
144.1,    Enartia,0.01%
145,Interneto Vizija,0.01%
146,ColoCrossing,0.01%
147,Hostland,0.01%
148,Locaweb,0.01%
149,Comcast,0.01%
150,Hostwinds,0.01%
151,Romarg,0.01%
152,WebSupport,0.01%
153,Kagoya,0.01%
154,Seeweb,0.01%
155,TheGigabit,0.01%
156,EGIHosting,0.01%
157,Serverius,0.01%
158,PTisp,0.01%
159,New World Telecom,0.01%
160,GlobalConnect,0.01%
161,Alwaysdata,0.01%
162,Kamatera,0.01%
163,Telecom Algeria,0.01%
164,National DC Mongolia,0.01%
165,ETECSA,0.01%
