1.,DigiCert Group,48.12%
1.1.,    DigiCert,47.93%
1.2.,    Verisign,0.20%
2.,IdenTrust,23.86%
3.,GoDaddy Group,14.74%
3.1.,    Starfield,11.01%
3.2.,    GoDaddy,3.84%
4.,Sectigo,12.79%
5.,GlobalSign,9.12%
6.,Entrust,1.82%
7.,Certum,1.62%
8.,Secom Trust,0.92%
9.,Let’s Encrypt,0.46%
10.,WISeKey Group,0.25%
10.1.,    QuoVadis,0.25%
11.,TWCA,0.17%
12.,Actalis,0.12%
13.,Trustwave,0.12%
14.,Deutsche Telekom,0.11%
15.,Certigna,0.08%
16.,Chunghwa Telecom,0.06%
17.,SwissSign,0.05%
18.,D-Trust,0.04%
19.,E-Tugra,0.02%
20.,SSL.com,0.02%
21.,Hongkong Post,0.02%
22.,Logius,0.01%
23.,Buypass,0.01%
24.,Izenpe,0.01%
25.,Harica,0.01%
26.,AffirmTrust,0.01%
