1.,Cloudflare,26.11%
2.,Amazon,24.09%
3.,Akamai,5.61%
4.,NS1,2.88%
5.,Google,2.86%
6.,Tencent,2.62%
7.,Alibaba Group,2.45%
7.1.,    Alibaba,1.41%
7.2.,    HiChina,1.04%
8.,Neustar UltraDNS,2.12%
9.,GoDaddy Group,1.55%
9.1.,    GoDaddy,1.46%
9.2.,    Host Europe,0.05%
9.3.,    Media Temple,0.02%
9.4.,    123-reg,0.01%
9.5.,    PlusServer,0.01%
10.,DNS Made Easy,1.39%
11.,Oracle Dyn,1.36%
12.,RBC Group,0.94%
12.1.,    RU-Center,0.87%
12.2.,    R01,0.05%
12.3.,    RosBusinessConsulting,0.02%
13.,Microsoft,0.71%
14.,CSC,0.63%
15.,ClouDNS,0.57%
16.,Namecheap,0.48%
17.,ArvanCloud,0.45%
18.,Automattic,0.37%
19.,OVH,0.35%
20.,United Internet,0.34%
20.1.,    1&1 IONOS,0.20%
20.2.,    InterNetX,0.06%
20.3.,    Strato,0.02%
20.4.,    home.pl,0.02%
20.5.,    World4You,0.02%
20.6.,    Arsys,0.01%
21.,Newfold Digital,0.31%
21.1.,    Network Solutions,0.10%
21.2.,    Register.com,0.07%
21.3.,    ResellerClub,0.06%
21.4.,    BigRock,0.02%
21.5.,    HostNine,0.02%
21.6.,    Bluehost,0.01%
21.7.,    Endurance,0.01%
21.8.,    Domain.com,0.01%
22.,Verizon Group,0.30%
22.1.,    Verizon,0.24%
22.2.,    Yahoo,0.06%
23.,DNSimple,0.30%
24.,Hetzner,0.29%
25.,Internet Initiative Japan,0.28%
26.,Linode,0.26%
27.,DigitalOcean,0.23%
28.,Gandi,0.23%
29.,Rackspace,0.21%
30.,team.blue,0.20%
30.1.,    Register.it,0.13%
30.2.,    Natro,0.03%
30.3.,    TransIP,0.01%
30.4.,    Names.co.uk,0.01%
30.5.,    SuperHosting.BG,0.01%
31.,Yandex,0.20%
32.,IBM,0.20%
33.,Asiatech,0.20%
34.,GMO Internet Group,0.19%
34.1.,    Onamae,0.08%
34.2.,    GMO Internet,0.05%
34.3.,    GMO Pepabo,0.05%
34.4.,    Lolipop,0.01%
34.5.,    Color Me Shop,0.01%
35.,Aruba Group,0.17%
35.1.,    Aruba,0.17%
36.,easyDNS Group,0.17%
36.1.,    easyDNS,0.13%
36.2.,    ZoneEdit,0.05%
37.,REG.RU,0.15%
38.,XServer,0.15%
39.,Sakura,0.15%
40.,Chunghwa Telecom,0.15%
41.,AT&T,0.15%
42.,DNS.com,0.14%
43.,XinNet,0.13%
44.,Tucows Group,0.12%
44.1.,    eNom,0.09%
44.2.,    Tucows,0.02%
45.,Name.com,0.12%
46.,MarkMonitor,0.12%
47.,VNPT,0.10%
48.,DreamHost,0.09%
49.,Ezoic,0.09%
50.,InMotion,0.08%
51.,Choopa,0.08%
52.,Selectel,0.08%
53.,Internet.BS,0.08%
54.,PA Vietnam,0.07%
55.,DDoS-Guard,0.07%
56.,Hostinger,0.06%
57.,FastVPS,0.06%
58.,XBT Holding,0.06%
58.1.,    Webzilla,0.05%
58.2.,    Fozzy,0.01%
59.,Gabia,0.06%
60.,SiteGround,0.05%
61.,A2 Hosting,0.05%
62.,MiroHost,0.05%
63.,Liquid Web,0.05%
64.,Enartia Group,0.05%
64.1.,    Top.Host,0.02%
64.2.,    Papaki,0.02%
65.,Scaleway,0.05%
66.,Sucuri,0.05%
67.,NetEase,0.05%
68.,Mihan,0.03%
69.,Netafraz,0.03%
70.,Prom.ua,0.03%
71.,One.com,0.03%
72.,Pair Networks,0.03%
73.,Hivelocity,0.03%
74.,Total Uptime,0.03%
75.,Cisco,0.03%
76.,Hoster.by,0.02%
77.,Cafe24,0.02%
78.,NameSilo,0.02%
79.,Visma Group,0.02%
79.1.,    Active 24,0.02%
80.,Infomaniak,0.02%
81.,WPX Hosting,0.02%
82.,StackPath,0.02%
83.,Liberty Global Group,0.02%
83.1.,    Telenet,0.01%
83.2.,    Virgin Media,0.01%
84.,ironDNS,0.02%
85.,Wix,0.01%
86.,Squarespace,0.01%
87.,Güzel Hosting,0.01%
88.,Aerotek,0.01%
89.,Contabo,0.01%
90.,Masterhost,0.01%
91.,Internet Hosting Center,0.01%
92.,BanaHosting,0.01%
93.,cdmon,0.01%
94.,Hostiran,0.01%
95.,Hostpoint,0.01%
96.,Locaweb,0.01%
97.,Interneto Vizija,0.01%
98.,SiteSell,0.01%
99.,Zone Media,0.01%
100.,CSL,0.01%
101.,Mail.Ru,0.01%
102.,Internet Thailand,0.01%
103.,VSHosting,0.01%
104.,CtrlS,0.01%
105.,1984 Hosting,0.01%
106.,Deninet,0.01%
107.,Telecom Algeria,0.01%
