Amazon,24.90%
Google,5.44%
Alibaba,3.15%
China Telecom,2.17%
Microsoft,1.98%
OVH,1.92%
Hetzner,1.81%
China Unicom,1.37%
Automattic,1.31%
Tencent,1.15%
DigitalOcean,1.01%
Salesforce,0.95%
Verizon Group,0.79%
LeaseWeb Group,0.63%
Asiatech,0.47%
Rackspace,0.46%
GoDaddy Group,0.44%
Linode,0.44%
XBT Holding,0.42%
Hurricane Electric,0.42%
NTT Group,0.40%
Yandex,0.39%
Selectel,0.36%
Newfold Digital,0.31%
Advanced Hosting,0.31%
IBM,0.30%
KT Group,0.30%
China Mobile,0.30%
United Internet,0.25%
Oracle,0.25%
Chunghwa Telecom,0.24%
IDC Frontier,0.24%
Internet Initiative Japan,0.24%
Internap Group,0.23%
Neustar,0.23%
VNPT,0.22%
GitHub,0.22%
Sakura,0.21%
Squarespace,0.19%
CenturyLink,0.19%
LG Group,0.19%
CSC,0.19%
Liquid Web,0.18%
Delta Telecom,0.18%
Contabo,0.16%
Hivelocity,0.16%
Scaleway,0.16%
Choopa,0.14%
Deutsche Telekom Group,0.14%
SK Group,0.14%
Vodafone,0.14%
Afranet,0.14%
Zoho,0.14%
XServer,0.13%
team.blue,0.11%
InMotion,0.11%
Aruba Group,0.11%
Pars Online,0.11%
Serverel,0.11%
First Colo,0.10%
Equinix,0.10%
Zenlayer,0.10%
Namecheap,0.09%
DreamHost,0.09%
GMO Internet Group,0.09%
Pars Parva System,0.09%
NetEase,0.09%
REG.RU,0.08%
FPT,0.08%
Pair Networks,0.08%
AT&T,0.08%
HKBN,0.08%
Codero,0.08%
Hostinger,0.07%
A2 Hosting,0.07%
Rostelecom Group,0.07%
Cogent,0.07%
Telia Company Group,0.07%
Cnservers,0.07%
Baidu,0.07%
Turkmentelecom,0.07%
Radore,0.06%
Cogeco Group,0.06%
Steadfast,0.06%
PhoenixNAP,0.06%
RBC Group,0.05%
InterServer,0.05%
QuadraNet,0.05%
TierPoint,0.05%
MiroHost,0.05%
Premier DC,0.05%
UpCloud,0.05%
Voxility,0.05%
CtrlS,0.05%
MojoHost,0.05%
UCloud,0.05%
Viettel,0.03%
Ntirety,0.03%
Gandi,0.03%
Hostiran,0.03%
Confluence-Networks,0.03%
Flexential,0.03%
Psychz,0.03%
Hostwinds,0.03%
Sharktech,0.03%
Internet Thailand,0.03%
Gruppo TIM,0.03%
Telecom Egypt,0.03%
Maxihost,0.03%
Cisco,0.03%
АО IoT,0.02%
Mihan,0.02%
Beltelecom,0.02%
PrivateSystems,0.02%
Xneelo,0.02%
Tebyan,0.02%
One.com,0.02%
20i,0.02%
Masterhost,0.02%
DGN Teknoloji,0.02%
Exabytes Group,0.02%
DHH,0.02%
Hostiserver,0.02%
Netdirekt,0.02%
GloboTech,0.02%
Dinahosting,0.02%
VSHosting,0.02%
M247,0.02%
Bezeq Group,0.02%
Tucows Group,0.02%
Master Internet,0.02%
Romarg,0.02%
Expedient,0.02%
Casablanca,0.02%
GleSYS,0.02%
SH.cz,0.02%
DEAC,0.02%
Telecom Algeria,0.02%
Weebly,0.01%
Aerotek,0.01%
EuroByte,0.01%
ServerCentral,0.01%
iomart Group,0.01%
CS LoxInfo,0.01%
Serverpars,0.01%
Infomaniak,0.01%
WPX Hosting,0.01%
NetAngels,0.01%
Isimtescil,0.01%
Faraso Samaneh Pasargad,0.01%
CAT Telecom,0.01%
PS Internet Company,0.01%
ColoCrossing,0.01%
Rusonyx,0.01%
Enartia Group,0.01%
Cellcom,0.01%
Comcast,0.01%
Performive,0.01%
Compubyte,0.01%
Kagoya,0.01%
Tiggee,0.01%
WebSupport,0.01%
EGIHosting,0.01%
GlobalConnect,0.01%
Serverius,0.01%
PTisp,0.01%
Alwaysdata,0.01%
New World Telecom,0.01%
Kamatera,0.01%
Fly,0.01%
National DC Mongolia,0.01%
