Amazon,26.6%
Google,10.0%
Alibaba,4.6%
China Telecom,3.4%
Salesforce,2.3%
Tencent,2.1%
China Unicom,2.1%
Microsoft,1.9%
Verizon Group,1.8%
OVH,1.6%
Automattic,1.3%
Hetzner,1.1%
Asiatech,0.9%
CenturyLink,0.5%
Oracle,0.5%
Squarespace,0.4%
LeaseWeb Group,0.4%
IBM,0.4%
NTT Group,0.4%
Chunghwa Telecom,0.4%
Neustar,0.4%
GoDaddy Group,0.3%
Rackspace,0.3%
Pars Online,0.3%
IDC Frontier,0.3%
Hurricane Electric,0.3%
Baidu,0.3%
China Mobile,0.3%
Newfold Digital,0.2%
United Internet,0.2%
GitHub,0.2%
XBT Holding,0.2%
SK Group,0.2%
AT&T,0.2%
Afranet,0.2%
Yandex,0.2%
Cisco,0.2%
Liquid Web,0.1%
Linode,0.1%
REG.RU,0.1%
Internap Group,0.1%
RBC Group,0.1%
Radore,0.1%
Selectel,0.1%
Sakura,0.1%
Weebly,0.1%
VNPT,0.1%
Hivelocity,0.1%
Scaleway,0.1%
Rostelecom Group,0.1%
Aruba Group,0.1%
KT Group,0.1%
Viettel,0.1%
FPT,0.1%
QuadraNet,0.1%
Masterhost,0.1%
TierPoint,0.1%
Exabytes Group,0.1%
Pair Networks,0.1%
PS Internet Company,0.1%
Advanced Hosting,0.1%
Hostiran,0.1%
M247,0.1%
Psychz,0.1%
Comcast,0.1%
Performive,0.1%
HKBN,0.1%
Zoho,0.1%
NetEase,0.1%
Turkmentelecom,0.1%
