.com,57.77%
.net,3.76%
.org,2.78%
.ru,2.60%
.jp,2.48%
.cn,2.16%
.in,1.45%
.io,1.30%
.de,0.95%
.fr,0.88%
.ir,0.83%
.edu,0.81%
.gr,0.79%
.co,0.76%
.br,0.76%
.gov,0.75%
.kr,0.73%
.au,0.71%
.tw,0.71%
.it,0.68%
.tv,0.66%
.uk,0.64%
.ca,0.61%
.tr,0.61%
.az,0.59%
.mx,0.57%
.id,0.53%
.pl,0.52%
.es,0.45%
.vn,0.41%
.to,0.40%
.cc,0.36%
.me,0.35%
.ar,0.29%
.sa,0.27%
.info,0.25%
.ua,0.24%
.cl,0.22%
.za,0.20%
.pk,0.20%
.cz,0.18%
.ch,0.17%
.be,0.17%
.hk,0.17%
.news,0.17%
.ao,0.17%
.sk,0.16%
.my,0.15%
.il,0.14%
.sg,0.14%
.app,0.14%
.kz,0.12%
.ma,0.12%
.us,0.11%
.ng,0.11%
.live,0.11%
.hr,0.11%
.pe,0.10%
.fi,0.10%
.is,0.10%
.gg,0.10%
.eu,0.09%
.ae,0.09%
.at,0.09%
.no,0.09%
.lv,0.09%
.nl,0.08%
.ro,0.08%
.th,0.08%
.se,0.08%
.biz,0.08%
.hu,0.08%
.pt,0.08%
.eg,0.08%
.qa,0.08%
.la,0.08%
.tm,0.08%
.online,0.07%
.lk,0.07%
.ph,0.07%
.dev,0.07%
.finance,0.07%
.ly,0.07%
.im,0.07%
.by,0.06%
.nz,0.06%
.xyz,0.06%
.rs,0.06%
.dk,0.06%
.ai,0.06%
.bd,0.06%
.ve,0.06%
.xxx,0.06%
.site,0.05%
.top,0.05%
.lt,0.05%
.bg,0.05%
.uz,0.05%
.vip,0.05%
.ws,0.05%
.fm,0.05%
.dz,0.05%
.kw,0.05%
.li,0.05%
.so,0.05%
.ag,0.05%
.cu,0.05%
.google,0.05%
.рф,0.03%
.pro,0.03%
.club,0.03%
.ie,0.03%
.mk,0.03%
.ee,0.03%
.si,0.03%
.uy,0.03%
.ba,0.03%
.do,0.03%
.one,0.03%
.al,0.03%
.pw,0.03%
.today,0.03%
.network,0.03%
.guru,0.03%
.win,0.03%
.re,0.03%
.int,0.03%
.sx,0.03%
.su,0.02%
.ke,0.02%
.md,0.02%
.tn,0.02%
.am,0.02%
.asia,0.02%
.ec,0.02%
.media,0.02%
.digital,0.02%
.nu,0.02%
.aero,0.02%
.ltd,0.02%
.video,0.02%
.kh,0.02%
.press,0.02%
.sh,0.02%
.exchange,0.02%
.mg,0.02%
.st,0.02%
.party,0.02%
.lc,0.02%
.desi,0.02%
.sbi,0.02%
.shop,0.01%
.np,0.01%
.tech,0.01%
.blog,0.01%
.space,0.01%
.mn,0.01%
.ga,0.01%
.world,0.01%
.design,0.01%
.link,0.01%
.work,0.01%
.cloud,0.01%
.vc,0.01%
.py,0.01%
.gt,0.01%
.cat,0.01%
.jo,0.01%
.center,0.01%
.lu,0.01%
.mu,0.01%
.games,0.01%
.company,0.01%
.wiki,0.01%
.best,0.01%
.sv,0.01%
.zone,0.01%
.care,0.01%
.services,0.01%
.ninja,0.01%
.mt,0.01%
.chat,0.01%
.jobs,0.01%
.iq,0.01%
.trade,0.01%
.ac,0.01%
.cm,0.01%
.page,0.01%
.run,0.01%
.farm,0.01%
.wtf,0.01%
.cam,0.01%
.download,0.01%
.email,0.01%
.ink,0.01%
.mm,0.01%
.ovh,0.01%
.eus,0.01%
.moe,0.01%
.pub,0.01%
.training,0.01%
.tube,0.01%
.ms,0.01%
.show,0.01%
.game,0.01%
.sc,0.01%
.onl,0.01%
.lol,0.01%
.lat,0.01%
.онлайн,0.01%
.deals,0.01%
.menu,0.01%
.porn,0.01%
.fo,0.01%
.gratis,0.01%
.mil,0.01%
.pm,0.01%
.taipei,0.01%
.gl,0.01%
.town,0.01%
.restaurant,0.01%
.gal,0.01%
.fans,0.01%
.garden,0.01%
.bnpparibas,0.01%
.dhl,0.01%
.bradesco,0.01%
.sncf,0.01%
.kpmg,0.01%
