1.,Amazon,26.1%
2.,Google,9.3%
3.,Zendesk,6.4%
4.,Alibaba,4.9%
5.,China Telecom,3.3%
6.,Tencent,2.6%
7.,China Unicom,2.6%
8.,Salesforce,2.6%
9.,WP Engine Group,2.4%
9.1.,    WP Engine,2.2%
9.2.,    Flywheel,0.1%
10.,Microsoft,2.2%
11.,Shopify,1.6%
12.,OVH,1.6%
13.,Verizon Group,1.5%
13.1.,    Verizon,1.1%
13.2.,    Yahoo,0.4%
13.3.,    Verizon Media,0.2%
14.,Automattic Group,1.4%
14.1.,    Automattic,1.3%
14.2.,    Tumblr,0.2%
15.,Hetzner,1.0%
16.,Asiatech,0.9%
17.,China Mobile,0.9%
18.,Pantheon,0.7%
19.,Acquia,0.7%
20.,HubSpot,0.6%
21.,NTT Group,0.5%
21.1.,    Netmagic,0.3%
21.2.,    NTT Communications,0.2%
22.,IBM,0.5%
23.,IDC Frontier,0.5%
24.,LeaseWeb Group,0.4%
24.1.,    LeaseWeb,0.4%
25.,GitHub,0.4%
26.,CenturyLink,0.4%
27.,Oracle,0.4%
28.,Newfold Digital,0.3%
28.1.,    Endurance,0.2%
28.2.,    HostGator,0.1%
28.3.,    TypePad,0.1%
29.,GoDaddy Group,0.3%
29.1.,    GoDaddy,0.2%
29.2.,    PlusServer,0.1%
30.,Squarespace,0.3%
31.,Webflow,0.3%
32.,Rackspace,0.3%
33.,Kinsta,0.3%
34.,Chunghwa Telecom,0.3%
35.,SK Group,0.3%
35.1.,    SK Broadband,0.2%
35.2.,    SK Telecom,0.1%
36.,Hurricane Electric,0.3%
37.,Afranet,0.3%
38.,Medium,0.3%
39.,Baidu,0.3%
40.,Zenlayer,0.3%
41.,United Internet,0.2%
41.1.,    1&1 IONOS,0.2%
42.,RBC Group,0.2%
42.1.,    SpaceWeb,0.1%
42.2.,    RosBusinessConsulting,0.1%
43.,Netlify,0.2%
44.,Vercel,0.2%
45.,KT Group,0.2%
45.1.,    KT Corporation,0.2%
46.,Heroku,0.2%
47.,Pars Online,0.2%
48.,Advanced Hosting,0.2%
49.,AT&T,0.2%
50.,Comcast,0.2%
51.,Neustar,0.2%
52.,Mail.Ru,0.2%
53.,ServerStack,0.2%
54.,Cisco,0.2%
55.,Wikimedia,0.2%
56.,DigitalOcean,0.1%
57.,Wix,0.1%
58.,Namecheap,0.1%
59.,Hostinger,0.1%
60.,REG.RU,0.1%
61.,DreamHost,0.1%
62.,Contabo,0.1%
63.,Choopa,0.1%
64.,Internap Group,0.1%
64.1.,    Internap,0.1%
65.,Weebly,0.1%
66.,VNPT,0.1%
67.,Tilda,0.1%
68.,Hivelocity,0.1%
69.,Aruba Group,0.1%
69.1.,    Aruba,0.1%
70.,Radore,0.1%
71.,Viettel,0.1%
72.,XBT Holding,0.1%
72.1.,    Webzilla,0.1%
73.,Deutsche Telekom Group,0.1%
73.1.,    T-Systems,0.1%
74.,Masterhost,0.1%
75.,TierPoint,0.1%
76.,Exabytes Group,0.1%
76.1.,    Exabytes,0.1%
77.,Faraso Samaneh Pasargad,0.1%
78.,QuadraNet,0.1%
79.,Pair Networks,0.1%
80.,LG Group,0.1%
80.1.,    LG U+,0.1%
81.,KDDI Group,0.1%
81.1.,    KDDI Corporation,0.1%
82.,Hostiran,0.1%
83.,PS Internet Company,0.1%
84.,ServerCentral,0.1%
85.,Psychz,0.1%
86.,Yandex,0.1%
87.,UCloud,0.1%
88.,CSC,0.1%
89.,Platform.sh,0.1%
90.,HKBN,0.1%
91.,Zoho,0.1%
92.,Grupo GTD,0.1%
92.1.,    Gtd Teleductos,0.1%
93.,NetSuite,0.1%
94.,HopOne,0.1%
95.,Kamatera,0.1%
96.,Universo Online,0.1%
97.,Advania,0.1%
98.,NetEase,0.1%
99.,Hewlett-Packard,0.1%
100.,Apple,0.1%
