.com,57.96%
.net,3.84%
.org,2.83%
.ru,2.63%
.jp,2.45%
.cn,2.18%
.in,1.42%
.io,1.21%
.de,0.98%
.gr,0.91%
.fr,0.91%
.edu,0.89%
.ir,0.79%
.br,0.77%
.co,0.75%
.kr,0.73%
.gov,0.73%
.tw,0.70%
.au,0.68%
.it,0.67%
.tv,0.67%
.tr,0.64%
.ca,0.61%
.uk,0.60%
.id,0.59%
.mx,0.56%
.az,0.54%
.pl,0.51%
.es,0.45%
.vn,0.40%
.me,0.34%
.cc,0.33%
.to,0.33%
.ar,0.27%
.sa,0.26%
.ua,0.23%
.info,0.21%
.za,0.21%
.cl,0.21%
.ch,0.19%
.pk,0.19%
.cz,0.18%
.be,0.17%
.hk,0.17%
.ao,0.17%
.sk,0.16%
.news,0.16%
.my,0.15%
.sg,0.15%
.app,0.15%
.il,0.12%
.kz,0.12%
.ng,0.12%
.us,0.11%
.at,0.10%
.fi,0.10%
.live,0.10%
.hr,0.10%
.is,0.10%
.gg,0.10%
.nl,0.09%
.se,0.09%
.biz,0.09%
.pe,0.09%
.no,0.09%
.ai,0.09%
.lv,0.09%
.la,0.09%
.tm,0.09%
.eu,0.08%
.th,0.08%
.ma,0.08%
.lk,0.08%
.qa,0.08%
.by,0.07%
.ro,0.07%
.online,0.07%
.ae,0.07%
.ph,0.07%
.pt,0.07%
.dev,0.07%
.eg,0.07%
.ly,0.07%
.im,0.07%
.nz,0.06%
.xyz,0.06%
.hu,0.06%
.dk,0.06%
.bd,0.06%
.bg,0.06%
.pw,0.06%
.ve,0.06%
.xxx,0.06%
.рф,0.05%
.rs,0.05%
.club,0.05%
.site,0.05%
.top,0.05%
.lt,0.05%
.ba,0.05%
.finance,0.05%
.al,0.05%
.one,0.05%
.ws,0.05%
.fm,0.05%
.kw,0.05%
.li,0.05%
.so,0.05%
.cu,0.05%
.sx,0.05%
.pro,0.03%
.ie,0.03%
.mk,0.03%
.uz,0.03%
.ee,0.03%
.ec,0.03%
.si,0.03%
.uy,0.03%
.do,0.03%
.today,0.03%
.dz,0.03%
.network,0.03%
.guru,0.03%
.win,0.03%
.re,0.03%
.ag,0.03%
.st,0.03%
.int,0.03%
.google,0.03%
.desi,0.03%
.su,0.02%
.ke,0.02%
.md,0.02%
.tn,0.02%
.am,0.02%
.asia,0.02%
.vip,0.02%
.media,0.02%
.digital,0.02%
.nu,0.02%
.ltd,0.02%
.video,0.02%
.kh,0.02%
.press,0.02%
.sh,0.02%
.exchange,0.02%
.mg,0.02%
.party,0.02%
.lc,0.02%
.np,0.01%
.tech,0.01%
.blog,0.01%
.space,0.01%
.mn,0.01%
.world,0.01%
.link,0.01%
.design,0.01%
.work,0.01%
.cloud,0.01%
.py,0.01%
.vc,0.01%
.cat,0.01%
.gt,0.01%
.name,0.01%
.jo,0.01%
.lu,0.01%
.center,0.01%
.mu,0.01%
.company,0.01%
.wiki,0.01%
.best,0.01%
.sv,0.01%
.zone,0.01%
.care,0.01%
.services,0.01%
.ninja,0.01%
.mt,0.01%
.chat,0.01%
.jobs,0.01%
.iq,0.01%
.ac,0.01%
.page,0.01%
.run,0.01%
.land,0.01%
.farm,0.01%
.download,0.01%
.wtf,0.01%
.cam,0.01%
.ovh,0.01%
.email,0.01%
.mm,0.01%
.moe,0.01%
.eus,0.01%
.pub,0.01%
.ms,0.01%
.show,0.01%
.game,0.01%
.онлайн,0.01%
.lol,0.01%
.onl,0.01%
.sc,0.01%
.lat,0.01%
.menu,0.01%
.porn,0.01%
.gratis,0.01%
.fo,0.01%
.pm,0.01%
.mil,0.01%
.taipei,0.01%
.gl,0.01%
.sex,0.01%
.restaurant,0.01%
.gal,0.01%
.fans,0.01%
.garden,0.01%
.bnpparibas,0.01%
.sbi,0.01%
.bradesco,0.01%
.dhl,0.01%
.sncf,0.01%
.kpmg,0.01%
