Data Center Providers,Percentage Top 10,000 Sites
Amazon,24.59%
Google,5.40%
Alibaba,3.28%
China Telecom,2.20%
Microsoft,1.95%
OVH,1.90%
Hetzner,1.78%
China Unicom,1.31%
Automattic,1.18%
DigitalOcean,1.15%
Tencent,1.08%
Salesforce,0.93%
Verizon Group,0.81%
LeaseWeb Group,0.60%
Asiatech,0.51%
Linode,0.48%
Rackspace,0.48%
Hurricane Electric,0.45%
GoDaddy Group,0.43%
NTT Group,0.41%
XBT Holding,0.40%
Selectel,0.36%
Yandex,0.35%
Advanced Hosting,0.33%
KT Group,0.32%
United Internet,0.31%
Internap Group,0.30%
IBM,0.30%
Sakura,0.30%
GitHub,0.26%
Internet Initiative Japan,0.26%
Neustar,0.26%
CenturyLink,0.25%
Squarespace,0.24%
Oracle,0.24%
Newfold Digital,0.23%
Liquid Web,0.23%
Scaleway,0.23%
IDC Frontier,0.23%
China Mobile,0.23%
Chunghwa Telecom,0.22%
CSC,0.20%
VNPT,0.18%
Hivelocity,0.16%
Vodafone,0.16%
Deutsche Telekom Group,0.15%
AT&T,0.15%
REG.RU,0.14%
Choopa,0.14%
GMO Internet Group,0.14%
Performive,0.14%
Equinix,0.14%
SH.cz,0.14%
Namecheap,0.12%
InMotion,0.12%
Contabo,0.12%
Afranet,0.12%
Zoho,0.12%
Delta Telecom,0.12%
Pars Online,0.11%
Serverel,0.11%
SK Group,0.11%
DreamHost,0.10%
XServer,0.10%
Aruba Group,0.10%
Cnservers,0.10%
team.blue,0.09%
Rostelecom Group,0.09%
Pair Networks,0.09%
NetEase,0.08%
A2 Hosting,0.07%
Radore,0.07%
Pars Parva System,0.07%
QuadraNet,0.07%
PhoenixNAP,0.07%
First Colo,0.07%
HKBN,0.07%
Baidu,0.07%
Hostinger,0.06%
Viettel,0.06%
FPT,0.06%
Steadfast,0.06%
CtrlS,0.06%
Cogent,0.06%
Telia Company Group,0.06%
Codero,0.06%
UCloud,0.06%
FirstVDS,0.05%
Cogeco Group,0.05%
Ntirety,0.05%
MiroHost,0.05%
UpCloud,0.05%
Voxility,0.05%
Turkmentelecom,0.05%
RBC Group,0.03%
Zomro,0.03%
Hostiran,0.03%
M247,0.03%
MojoHost,0.03%
DEAC,0.03%
Telecom Egypt,0.03%
Cisco,0.03%
Weebly,0.02%
Mihan,0.02%
EuroByte,0.02%
Beltelecom,0.02%
PrivateSystems,0.02%
iomart Group,0.02%
Tebyan,0.02%
Masterhost,0.02%
TierPoint,0.02%
Exabytes Group,0.02%
Faraso Samaneh Pasargad,0.02%
Confluence-Networks,0.02%
PS Internet Company,0.02%
Hostiserver,0.02%
VSHosting,0.02%
Dinahosting,0.02%
Flexential,0.02%
Tucows Group,0.02%
Master Internet,0.02%
Cellcom,0.02%
Psychz,0.02%
Expedient,0.02%
Casablanca,0.02%
Internet Thailand,0.02%
Sharktech,0.02%
TimeWeb,0.01%
Aerotek,0.01%
PA Vietnam,0.01%
Xneelo,0.01%
ServerCentral,0.01%
CS LoxInfo,0.01%
InterServer,0.01%
One.com,0.01%
Serverpars,0.01%
Veridyen,0.01%
Infomaniak,0.01%
Güzel Hosting,0.01%
WPX Hosting,0.01%
Gandi,0.01%
GreenWeb,0.01%
CAT Telecom,0.01%
Enartia Group,0.01%
Interneto Vizija,0.01%
ColoCrossing,0.01%
Hostland,0.01%
Locaweb,0.01%
Comcast,0.01%
Hostwinds,0.01%
Romarg,0.01%
WebSupport,0.01%
Kagoya,0.01%
Seeweb,0.01%
TheGigabit,0.01%
EGIHosting,0.01%
Serverius,0.01%
PTisp,0.01%
New World Telecom,0.01%
GlobalConnect,0.01%
Alwaysdata,0.01%
Kamatera,0.01%
Telecom Algeria,0.01%
National DC Mongolia,0.01%
ETECSA,0.01%
